date,company_name,name,action
12/23/2013,Abercrombie & Fitch,ANF,removed_ticker
12/23/2013,JDS Uniphase,JDSU,removed_ticker
12/23/2013,Teradyne,TER,removed_ticker
12/23/2013,Mohawk Industries,MHK,added_ticker
12/23/2013,"Facebook, Inc.",FB,added_ticker
12/23/2013,Alliance Data Systems,ADS,added_ticker
1/24/2014,Tractor Supply Company,TSCO,added_ticker
1/24/2014,Life Technologies,LIFE,removed_ticker
3/21/2014,"WPX Energy, Inc.",WPX,removed_ticker
3/21/2014,Keurig Green Mountain,GMCR,added_ticker
4/2/2014,"Essex Property Trust, Inc.",ESS,added_ticker
4/2/2014,Cliffs Natural Resources,CLF,removed_ticker
4/3/2014,Alphabet Inc Class A,GOOGL,added_ticker
5/1/2014,Beam Inc.,BEAM,removed_ticker
5/1/2014,SLM Corporation,SLM,removed_ticker
5/1/2014,Under Armour Class C,UA,added_ticker
5/1/2014,Navient,NAVI,added_ticker
5/8/2014,LSI Corporation,LSI,removed_ticker
5/8/2014,Broadcom Inc.,AVGO,added_ticker
6/20/2014,International Game Technology,IGT,removed_ticker
6/20/2014,Cimarex Energy,XEC,added_ticker
6/21/2014,Cimarex Energy,XEC,added_ticker
7/1/2014,Affiliated Managers Group Inc,AMG,added_ticker
7/1/2014,Forest Laboratories,FRX,removed_ticker
7/2/2014,Martin Marietta Materials,MLM,added_ticker
7/2/2014,United States Steel Corporation,X,removed_ticker
8/6/2014,Discovery Communications,DISCK,added_ticker
8/7/2014,Discovery Inc. Class C,DISCK,added_ticker
8/18/2014,Mallinckrodt Plc,MNK,added_ticker
8/18/2014,Rowan Companies plc,RDC,removed_ticker
9/20/2014,"United Rentals, Inc.",URI,added_ticker
9/20/2014,"Universal Health Services, Inc.",UHS,added_ticker
9/20/2014,Graham Holdings,GHC,removed_ticker
9/20/2014,Peabody Energy,BTU,removed_ticker
11/5/2014,Jabil Circuit,JBL,removed_ticker
11/5/2014,Level 3 Communications,LVLT,added_ticker
12/5/2014,Royal Caribbean Cruises Ltd,RCL,added_ticker
12/5/2014,Bemis Company,BMS,removed_ticker
1/27/2015,Covidien,COV,removed_ticker
1/27/2015,Endo International,ENDP,added_ticker
1/27/2015,Safeway Inc,SWY,removed_ticker
1/27/2015,HCA Healthcare,HCA,added_ticker
3/12/2015,PetSmart Inc.,PETM,removed_ticker
3/12/2015,Skyworks Solutions,SWKS,added_ticker
3/17/2015,Henry Schein,HSIC,added_ticker
3/18/2015,Henry Schein,HSIC,added_ticker
3/18/2015,Carefusion,CFN,removed_ticker
3/20/2015,Hanesbrands Inc,HBI,added_ticker
3/20/2015,SL Green Realty,SLG,added_ticker
3/20/2015,Equinix,EQIX,added_ticker
3/23/2015,SL Green Realty,SLG,added_ticker
3/23/2015,Denbury Resources,DNR,removed_ticker
3/23/2015,Nabors Industries,NBR,removed_ticker
3/23/2015,Avon Products,AVP,removed_ticker
3/23/2015,Equinix,EQIX,added_ticker
3/23/2015,"Allergan, Inc",AGN,removed_ticker
3/23/2015,Hanesbrands,HBI,added_ticker
3/23/2015,American Airlines Group,AAL,added_ticker
4/7/2015,Windstream Holdings Inc,WIN,removed_ticker
4/7/2015,Realty Income Corporation,O,added_ticker
6/11/2015,Qorvo,QRVO,added_ticker
6/11/2015,Lorillard Inc.,LO,removed_ticker
7/1/2015,Baxalta,BXLT,added_ticker
7/1/2015,QEP Resources,QEP,removed_ticker
7/1/2015,J. B. Hunt Transport Services,JBHT,added_ticker
7/1/2015,Integrys Energy Group Inc.,TEG,removed_ticker
7/2/2015,Columbia Pipeline Group,CPGX,added_ticker
7/2/2015,Allegheny Technologies,ATI,removed_ticker
7/6/2015,Kraft Foods Group,KRFT,removed_ticker
7/6/2015,Kraft Heinz Co,KHC,added_ticker
7/8/2015,Advance Auto Parts,AAP,added_ticker
7/8/2015,Family Dollar Stores Inc.,FDO,removed_ticker
7/9/2015,Advance Auto Parts,AAP,added_ticker
7/20/2015,Noble Corp,NE,removed_ticker
7/20/2015,PayPal,PYPL,added_ticker
7/29/2015,DirecTV,DTV,removed_ticker
7/29/2015,Signet Jewelers,SIG,added_ticker
8/28/2015,Pall Corp,PLL,removed_ticker
8/28/2015,Activision Blizzard,ATVI,added_ticker
8/31/2015,Activision Blizzard,ATVI,added_ticker
9/2/2015,United Continental Holdings,UAL,added_ticker
9/2/2015,Hospira Inc,HSP,removed_ticker
9/3/2015,United Airlines Holdings,UAL,added_ticker
9/18/2015,Fox Corporation Class B,FOX,added_ticker
9/18/2015,News Corp. Class B,NWS,added_ticker
9/18/2015,Comcast Class K Special,CMCSK,added_ticker
9/18/2015,Comcast Corp.,CMCSA,added_ticker
10/7/2015,Verisk Analytics,VRSK,added_ticker
10/7/2015,Joy Global,JOY,removed_ticker
10/8/2015,Verisk Analytics,VRSK,added_ticker
11/2/2015,Hudson City Bancorp Inc,HCBK,removed_ticker
11/2/2015,Hewlett Packard Enterprise,HPE,added_ticker
11/18/2015,Synchrony Financial,SYF,added_ticker
11/18/2015,Genworth Financial,GNW,removed_ticker
11/19/2015,Illumina Inc,ILMN,added_ticker
11/19/2015,Sigma-Aldrich Corp,SIAL,removed_ticker
12/1/2015,CSRA Inc,CSRA,added_ticker
12/1/2015,Computer Sciences Corp,CSC,removed_ticker
12/15/2015,Comcast K Corp,CMCSK,removed_ticker
12/29/2015,Altera Corp,ALTR,removed_ticker
12/29/2015,Church & Dwight,CHD,added_ticker
1/5/2016,Willis Towers Watson,WLTW,added_ticker
1/5/2016,Fossil Group,FOSL,removed_ticker
1/19/2016,Chubb Corp,CB,removed_ticker
1/19/2016,Extra Space Storage,EXR,added_ticker
1/29/2016,Citizens Financial Group,CFG,added_ticker
2/1/2016,Citizens Financial Group,CFG,added_ticker
2/1/2016,Broadcom Corporation,BRCM,removed_ticker
2/1/2016,Precision Castparts Corp.,PCP,removed_ticker
2/1/2016,Federal Realty Investment Trust,FRT,added_ticker
2/22/2016,Concho Resources,CXO,added_ticker
2/22/2016,Plum Creek Timber,PCL,removed_ticker
3/4/2016,Consol Energy,CNX,removed_ticker
3/4/2016,American Water Works Company Inc,AWK,added_ticker
3/7/2016,"UDR, Inc.",UDR,added_ticker
3/7/2016,Keurig Green Mountain,GMCR,removed_ticker
3/25/2016,Under Armour Class A,UAA,added_ticker
3/30/2016,Hologic,HOLX,added_ticker
3/30/2016,Pepco Holdings Inc,POM,removed_ticker
3/30/2016,Centene Corporation,CNC,added_ticker
3/30/2016,Ensco plc (now Valaris plc,ESV,removed_ticker
4/4/2016,Cameron International,CAM,removed_ticker
4/4/2016,Foot Locker Inc,FL,added_ticker
4/18/2016,Ulta Beauty,ULTA,added_ticker
4/18/2016,Tenet Healthcare,THC,removed_ticker
4/25/2016,GameStop,GME,removed_ticker
4/25/2016,Global Payments Inc.,GPN,added_ticker
5/3/2016,ADT Corp,ADT,removed_ticker
5/3/2016,Acuity Brands Inc,AYI,added_ticker
5/13/2016,Alaska Air Group Inc,ALK,added_ticker
5/13/2016,SanDisk Corporation,SNDK,removed_ticker
5/18/2016,Time Warner Cable,TWC,removed_ticker
5/18/2016,Digital Realty Trust Inc,DLR,added_ticker
5/23/2016,LKQ Corporation,LKQ,added_ticker
5/23/2016,Airgas Inc,ARG,removed_ticker
5/31/2016,Coca-Cola Enterprises,CCE,removed_ticker
5/31/2016,Arthur J. Gallagher & Co.,AJG,added_ticker
6/3/2016,TransDigm Group,TDG,added_ticker
6/3/2016,Baxalta Inc,BXLT,removed_ticker
6/20/2016,Under Armour Class C,UA-C,added_ticker
6/22/2016,Fortune Brands Home & Security,FBHS,added_ticker
6/22/2016,Cablevision Systems,CVC,removed_ticker
7/1/2016,Albemarle Corp,ALB,added_ticker
7/1/2016,Fortive Corp,FTV,added_ticker
7/1/2016,Alliant Energy Corp,LNT,added_ticker
7/1/2016,AGL Resources,GAS,removed_ticker
7/1/2016,TECO Energy,TE,removed_ticker
7/5/2016,Columbia Pipeline Group,CPGX,removed_ticker
7/5/2016,Fortive Corp,FTV,added_ticker
9/6/2016,Mettler Toledo,MTD,added_ticker
9/6/2016,Johnson Controls Inc,JCI,removed_ticker
9/8/2016,Charter Communications,CHTR,added_ticker
9/8/2016,EMC Corporation,EMC,removed_ticker
9/22/2016,The Cooper Companies,COO,added_ticker
9/22/2016,Starwood Hotels & Resorts Worldwide Inc,HOT,removed_ticker
9/23/2016,The Cooper Companies,COO,added_ticker
9/30/2016,"Coty, Inc.",COTY,added_ticker
9/30/2016,Diamond Offshore Drilling,DO,removed_ticker
10/3/2016,"Coty, Inc",COTY,added_ticker
12/2/2016,Mid-America Apartments,MAA,added_ticker
12/2/2016,Envision Healthcare,EVHC,added_ticker
12/2/2016,Legg Mason,LM,removed_ticker
12/2/2016,Owens-Illinois,OI,removed_ticker
1/5/2017,IDEXX Laboratories,IDXX,added_ticker
1/5/2017,St. Jude Medical,STJ,removed_ticker
2/28/2017,Spectra Energy Corp,SE,removed_ticker
2/28/2017,Incyte,INCY,added_ticker
3/1/2017,Pitney Bowes Inc,PBI,removed_ticker
3/1/2017,Cboe Global Markets,CBOE,added_ticker
3/2/2017,Endo International plc,ENDP,removed_ticker
3/2/2017,Regency Centers Corporation,REG,added_ticker
3/13/2017,Dish Network,DISH,added_ticker
3/13/2017,Linear Technology,LLTC,removed_ticker
3/16/2017,Synopsys Inc.,SNPS,added_ticker
3/16/2017,Harman Int'l Industries,HAR,removed_ticker
3/20/2017,Alexandria Real Estate Equities,ARE,added_ticker
3/20/2017,Urban Outfitters,URBN,removed_ticker
3/20/2017,Advanced Micro Devices Inc,AMD,added_ticker
3/20/2017,Raymond James Financial Inc.,RJF,added_ticker
3/20/2017,First Solar,FSLR,removed_ticker
3/20/2017,Frontier Communications,FTR,removed_ticker
4/4/2017,Southwestern Energy,SWN,removed_ticker
4/4/2017,DXC Technology,DXC,added_ticker
4/5/2017,Gartner Inc,IT,added_ticker
4/5/2017,Dun & Bradstreet,DNB,removed_ticker
6/2/2017,"Tegna, Inc.",TGNA,removed_ticker
6/2/2017,IHS Markit Ltd.,INFO,added_ticker
6/19/2017,ANSYS,ANSS,added_ticker
6/19/2017,Ryder Systems Inc.,R,removed_ticker
6/19/2017,Teradata Corp.,TDC,removed_ticker
6/19/2017,Yahoo! Inc.,YHOO,removed_ticker
6/19/2017,Everest Re Group Ltd.,RE,added_ticker
6/19/2017,Align Technology,ALGN,added_ticker
6/19/2017,Hilton Worldwide Holdings Inc,HLT,added_ticker
6/19/2017,Mead Johnson,MJN,removed_ticker
7/26/2017,Mallinckrodt,MNK,removed_ticker
7/26/2017,Murphy Oil,MUR,removed_ticker
7/26/2017,Bed Bath & Beyond,BBBY,removed_ticker
7/26/2017,Transocean,RIG,removed_ticker
7/26/2017,Reynolds American,RAI,removed_ticker
7/26/2017,Packaging Corporation of America,PKG,added_ticker
7/26/2017,ResMed,RMD,added_ticker
7/26/2017,Duke Realty Corp,DRE,added_ticker
7/26/2017,MGM Resorts International,MGM,added_ticker
7/26/2017,A.O. Smith Corp,AOS,added_ticker
8/7/2017,Brighthouse Financial Inc,BHF,added_ticker
8/8/2017,AutoNation Inc,AN,removed_ticker
8/29/2017,IQVIA Holdings Inc.,IQV,added_ticker
8/29/2017,Whole Foods Market,WFM,removed_ticker
8/29/2017,QuintilesIMS,Q,added_ticker
9/1/2017,DuPont,DD,removed_ticker
9/1/2017,SBA Communications,SBAC,added_ticker
9/18/2017,Cadence Design Systems,CDNS,added_ticker
9/18/2017,Staples Inc.,SPLS,removed_ticker
10/13/2017,Norwegian Cruise Line Holdings,NCLH,added_ticker
10/13/2017,Level 3 Communications,LVLT,removed_ticker
1/3/2018,Huntington Ingalls Industries,HII,added_ticker
1/3/2018,CR Bard,BCR,removed_ticker
3/7/2018,IPG Photonics Corp.,IPGP,added_ticker
3/7/2018,Scripps Networks Interactive,SNI,removed_ticker
3/19/2018,Take-Two Interactive,TTWO,added_ticker
3/19/2018,Patterson Companies,PDCO,removed_ticker
3/19/2018,Signet Jewelers,SIG,removed_ticker
3/19/2018,SVB Financial,SIVB,added_ticker
3/19/2018,Nektar Therapeutics,NKTR,added_ticker
3/19/2018,Chesapeake Energy,CHK,removed_ticker
4/4/2018,CSRA Inc.,CSRA,removed_ticker
4/4/2018,MSCI Inc,MSCI,added_ticker
5/31/2018,ABIOMED Inc,ABMD,added_ticker
5/31/2018,Wyndham Worldwide,WYN,removed_ticker
6/5/2018,Navient Corp,NAVI,removed_ticker
6/5/2018,Evergy,EVRG,added_ticker
6/7/2018,Monsanto,MON,removed_ticker
6/7/2018,"Twitter, Inc.",TWTR,added_ticker
6/18/2018,Range Resources,RRC,removed_ticker
6/18/2018,Acuity Brands,AYI,removed_ticker
6/18/2018,HollyFrontier Corp,HFC,added_ticker
6/18/2018,Broadridge Financial Solutions,BR,added_ticker
6/20/2018,FleetCor Technologies Inc,FLT,added_ticker
6/20/2018,Time Warner,TWX,removed_ticker
7/2/2018,Copart Inc,CPRT,added_ticker
7/2/2018,Dr Pepper Snapple Group,DPS,removed_ticker
8/28/2018,GGP Inc.,GGP,removed_ticker
8/28/2018,Arista Networks,ANET,added_ticker
9/14/2018,XL Group,XL,removed_ticker
9/14/2018,WellCare,WCG,added_ticker
10/1/2018,Rollins Inc.,ROL,added_ticker
10/1/2018,Andeavor,ANDV,removed_ticker
10/11/2018,Fortinet,FTNT,added_ticker
10/11/2018,Envision Healthcare,EVHC,removed_ticker
11/6/2018,Keysight Technologies,KEYS,added_ticker
11/6/2018,CA Inc.,CA,removed_ticker
11/13/2018,EQT Corp,EQT,removed_ticker
11/13/2018,Jack Henry & Associates,JKHY,added_ticker
12/3/2018,Maxim Integrated Products Inc,MXIM,added_ticker
12/3/2018,Lamb Weston Holdings Inc,LW,added_ticker
12/3/2018,Diamondback Energy,FANG,added_ticker
12/3/2018,Rockwell Collins,COL,removed_ticker
12/3/2018,Aetna Inc,AET,removed_ticker
12/3/2018,Stericycle,SRCL,removed_ticker
12/24/2018,Celanese,CE,added_ticker
12/24/2018,Express Scripts,ESRX,removed_ticker
1/2/2019,SCANA,SCG,removed_ticker
1/2/2019,First Republic Bank,FRC,added_ticker
1/18/2019,PG&E Corp,PCG,removed_ticker
1/18/2019,Teleflex,TFX,added_ticker
2/15/2019,Newfield Exploration,NFX,removed_ticker
2/15/2019,Atmos Energy Corp,ATO,added_ticker
2/27/2019,Wabtec Corporation,WAB,added_ticker
2/27/2019,The Goodyear Tire & Rubber Company,GT,removed_ticker
4/1/2019,Dow Inc.,DOW,added_ticker
4/2/2019,Brighthouse Financial,BHF,removed_ticker
4/2/2019,Dow Inc.,DOW,added_ticker
6/3/2019,Corteva,CTVA,added_ticker
6/3/2019,Fluor Corporation,FLR,removed_ticker
6/7/2019,Mattel Inc,MAT,removed_ticker
6/7/2019,Amcor plc,AMCR,added_ticker
6/7/2019,Bemis Co Inc,BMS,added_ticker
7/1/2019,L3 Technologies,LLL,removed_ticker
7/1/2019,MarketAxess,MKTX,added_ticker
7/15/2019,T-Mobile US,TMUS,added_ticker
7/15/2019,Red Hat,RHT,removed_ticker
8/9/2019,Leidos Holdings,LDOS,added_ticker
8/9/2019,Anadarko Petroleum,APC,removed_ticker
8/9/2019,IDEX Corporation,IEX,added_ticker
8/9/2019,Foot Locker,FL,removed_ticker
